DATE,yield_ust,CPI,Unemployment_Rate,GDP_Growth_Rate,S&P500_Index,VIX_Index,Brent_Oil_Price,Euro_Bond_Yield,Dollar_Index
2020-10-15,1.29,267.38,3.6,0.39,3893.18,20.3,84.34,1.14,97
2020-10-16,1.34,288.14,4.5,1.46,3779.93,28.23,80.07,1.17,102.92
2020-10-17,1.37,280.4,4.2,2.16,3727.81,27.16,80.64,1.9,92.32
2020-10-18,1.37,255.13,4.8,3.5,4305.36,17.16,105.63,1.45,91.85
2020-10-19,1.38,292.61,5.4,0.96,4138.23,28.12,95.06,1.54,103.2
2020-10-20,1.54,280.07,4.5,0.93,4065.47,33.48,62.29,1.68,100.93
2020-10-21,1.44,298.04,4.4,2.79,3725.95,18.22,112.65,2.04,98.6
2020-10-22,1.45,283.51,4.8,2.62,4418.08,26.94,77.81,0.68,93.05
2020-10-23,1.42,258.76,3.7,2.29,3691.18,21.84,119.82,2.05,98.22
2020-10-24,1.47,273.69,4,1.08,4294.95,24.19,117.25,1.63,105.79
2020-10-25,1.54,282.42,5.3,0.46,4466.67,20.74,116.43,1.84,107.79
2020-10-26,1.56,251.41,4.8,1.74,4227.09,22.08,108.67,1.16,104.05
2020-10-27,1.59,250.75,3.5,2.94,4492.86,15.58,73.24,1.32,91.2
2020-10-28,1.55,256.47,3.9,2.98,4151.05,34.63,91.96,0.96,103.41
2020-10-29,1.53,262.58,4.9,-0.51,3717.46,27.5,73.46,2.46,94.82
2020-10-30,1.54,271.48,5,0.93,3703.82,25.01,75.58,1.49,96.31
2020-10-31,1.64,274.37,5.2,1.09,3824.56,22.67,96.66,2.49,93.92
2020-11-01,1.62,256.9,4.1,3.4,3507.13,25.79,62.45,1.48,105.52
2020-11-02,1.62,283.67,5.4,2.05,4181.7,22.6,118.17,0.94,102.97
2020-11-03,1.63,279.81,4.6,0.83,3768.67,22.2,115.12,1.51,102.24
2020-11-04,1.71,264.72,4.9,-0.88,4315.18,24.28,82.85,0.58,103.36
2020-11-05,1.74,250.68,4.7,1.54,3859.17,20.52,90.93,2.31,94.74
2020-11-06,1.69,253.88,3.7,-0.57,3979.96,18.6,87.97,2.14,98.89
2020-11-07,1.63,269.58,5.4,2.76,4465.69,26.13,112.93,1.95,102.67
2020-11-08,1.62,257.7,3.7,2.39,3742.17,31.86,101.32,1.72,102.73
2020-11-09,1.63,268.84,4,1.07,4221.25,18.06,76.69,1.66,105.84
2020-11-10,1.67,281.41,5.1,0.93,4255.12,15.65,86.81,2.49,95.74
2020-11-11,1.73,277.36,4.7,3.04,3721,19.94,85.74,1.06,105.41
2020-11-12,1.73,261.56,5.2,0.3,4001,34.59,117.56,2.06,98.8
2020-11-13,1.74,267.19,4.5,0.12,3850.2,31.58,70.52,1.66,103.4
2020-11-14,1.69,280.7,4.3,3.23,4271.91,26.92,65.37,2.45,99.11
2020-11-15,1.72,293.04,5.3,2.64,4122.48,33.58,112.84,2.16,108.97
2020-11-16,1.73,287.66,3.6,2.69,3975.98,23.91,113.8,2.5,93.59
2020-11-17,1.67,277.67,5.2,-0.12,4279.36,34.67,112.3,1.68,103.5
2020-11-18,1.68,268.11,4,-0.36,3735.16,20.93,90.66,0.91,101.53
2020-11-19,1.64,268.25,5.2,-0.88,4253.62,19.81,99.58,1.51,93.45
2020-11-20,1.67,293.97,3.8,0.07,4365.37,27.76,93.8,1.92,91.32
2020-11-21,1.69,251.96,4.7,2.48,4378.62,22.56,64.17,2.05,105.98
2020-11-22,1.64,299.4,5.3,0.08,4283.67,27.53,95.75,0.5,93.15
2020-11-23,1.64,283.22,4.4,2.28,3908.01,21.1,60.82,1.51,93.73
2020-11-24,1.56,284.06,5,0.13,4481.81,27.36,79.5,0.97,109.57
2020-11-25,1.59,251.9,5.1,0.78,3879.59,20.51,115.94,2.25,104.35
2020-11-26,1.61,280.28,5,3.42,4138.63,16.02,78.24,0.81,95.01
2020-11-27,1.58,274.24,5.4,0.1,3661.07,33.24,116.39,1.83,101.82
2020-11-28,1.57,255.29,4.4,0.69,4480.45,32.66,75.01,1.03,100.68
2020-11-29,1.57,263.9,3.8,0.35,4203.99,34.42,78.87,1.21,106.89
2020-11-30,1.58,294.52,3.6,-0.51,4253.38,29.33,97.7,2.38,104.59
2020-12-01,1.58,277.5,4,1.2,3565.78,28.65,105.7,0.98,106.63
2020-12-02,1.63,270.67,3.8,0.7,4263.42,26.18,90.08,0.69,94.23
2020-12-03,1.63,253.63,4.6,2.13,4274.72,17.52,112.93,0.64,102.8
2020-12-04,1.65,285.71,3.9,2.68,4171.77,18.78,62.41,1.51,90.8
2020-12-05,1.65,285.14,3.6,1.45,3791.91,20.79,115.33,1.78,91.38
2020-12-06,1.63,280.7,3.6,-0.86,3989.69,32.8,71.78,1.15,104.27
2020-12-07,1.61,275.51,5.2,1.79,3610.43,18.46,113.05,1.88,90.49
2020-12-08,1.59,271.69,4.7,-0.75,3971.59,33.46,84.05,0.62,101.6
2020-12-09,1.58,279.66,4.2,1.77,3743.82,25.46,109.97,2.21,106.81
2020-12-10,1.6,261.67,5.3,2.08,3849.1,29.31,100.3,2.13,97.6
2020-12-11,1.63,297.06,3.6,-0.11,3662.6,17.2,70.56,2.47,90.9
2020-12-12,1.64,279.44,5.5,2.69,3730.05,20.38,115.08,2.37,104.28
2020-12-13,1.69,265.56,4.7,3.1,3576.57,34.17,74.73,1.21,108.59
2020-12-14,1.66,272.48,3.9,2.66,4419.9,20.32,74.65,1.3,104.34
2020-12-15,1.63,290.28,4.9,0.37,4030.41,20.93,108.85,1.99,101.57
2020-12-16,1.64,258.08,5,1.64,3896.74,18.95,66.35,0.77,94.6
2020-12-17,1.64,264.64,4.4,3.12,4035.03,17.58,73.32,1.13,90.31
2020-12-18,1.68,283.98,5.2,0.44,4128.29,19.67,90.22,0.74,103.89
2020-12-19,1.63,265.77,3.8,2.69,4421.88,27.85,109.83,1.41,94.62
2020-12-20,1.63,289.63,4.1,-0.96,3678.69,24.11,68.85,1.6,107.16
2020-12-21,1.61,256.52,3.7,-0.98,3795.55,26.08,92.86,0.92,99.33
2020-12-22,1.56,288.13,3.9,2.42,4475.79,17.45,102.67,0.55,100.61
2020-12-23,1.58,253.42,4,2.43,3871.19,31.04,111.64,1.94,105.08
2020-12-24,1.61,250.63,5.3,2.55,3522.56,30.68,116.13,0.54,105.59
2020-12-25,1.58,294.91,3.7,3.19,3647.64,15.43,107.08,2.45,102.85
2020-12-26,.,279.07,4.4,-0.47,3526.34,22.67,99.17,0.94,108.77
2020-12-27,1.62,267.59,4.6,0.04,4489.92,16.38,86.02,1.83,109.65
2020-12-28,1.59,261.63,5.3,3.07,3778.87,30.84,66.73,1.37,108.94
2020-12-29,1.63,280.84,5.5,-0.2,4423.54,29.75,102.58,0.62,106.48
2020-12-30,1.56,275.45,5,2.07,4495.89,33.04,119.56,1.44,104.11
2020-12-31,1.57,299.58,5.4,1.39,4099.84,19.73,104.21,1.53,103.27
2021-01-01,1.53,299.16,5.1,-0.63,3533.2,24.13,61,2.21,92.08
2021-01-02,1.5,281.75,5.4,0.28,3581.59,18.69,89.78,1.96,95.43
2021-01-03,1.45,272.14,4.9,1.34,3981.59,22.42,96.88,0.66,90.11
2021-01-04,1.47,274.56,3.7,2.84,3906.17,25.44,101.38,0.92,92.75
2021-01-05,1.51,284.12,4.3,2.18,4106.18,16.07,103.18,1.12,98.78
2021-01-06,1.51,255.08,4.8,1.8,3938.85,29.3,93.49,0.73,92.93
2021-01-07,1.57,266.42,4.2,1.23,4434.08,25.87,73.4,1.41,108.03
2021-01-08,1.52,253.76,4,0.34,4034.74,31.58,116.53,2.47,106.11
2021-01-09,1.45,253.67,4.7,-0.46,4193.73,20.44,101.8,1.53,91.43
2021-01-10,1.5,259.79,5.4,0.84,4396.49,33.07,74.21,1.98,94.98
2021-01-11,1.48,274.26,3.6,-0.87,3646.87,34.97,79.34,1.87,106.38
2021-01-12,1.5,289.24,5,-0.05,3729.73,33.39,115.32,2.2,106.06
2021-01-13,1.49,274.27,4.9,0.95,3607.32,30.56,113.25,0.93,108.91
2021-01-14,1.54,266.77,5.4,0.88,3639.64,31.25,84.31,2.01,109.95
2021-01-15,1.49,254.12,5.4,-0.8,4012.58,26.47,62.3,2.26,109.53
2021-01-16,1.49,277.51,5,1.65,3821.18,18.8,62.91,0.84,98.2
2021-01-17,1.45,263.56,4.5,1.47,3923.17,28.54,77.04,1.19,95.01
2021-01-18,1.48,280.75,3.9,-0.65,4482.49,29.26,97.75,2.44,105.17
2021-01-19,1.44,298.86,4.6,3.24,3656.7,34.71,95.05,2.06,95.99
2021-01-20,.,255.57,5,-0.55,4040.81,25.83,98.03,1.07,106.13
2021-01-21,1.37,260.61,5.3,2.85,3598.87,20.43,103.04,1.63,100.68
2021-01-22,1.33,273.65,5.1,-1,3818.5,28.67,61.14,1.31,105.88
2021-01-23,1.3,298.43,3.9,2.97,4027.53,34.59,66.31,1.48,95.52
2021-01-24,1.37,288.59,4.7,-0.91,4446.63,18.54,81.57,1.21,100.16
2021-01-25,1.38,294.91,4.2,2.41,3891.23,21.52,69.29,1.06,101.28
2021-01-26,1.42,266.69,3.5,0.63,3564.91,25.84,64.52,1.85,108.86
2021-01-27,1.37,299.6,3.9,2.32,3888.16,18.4,98.46,2.06,95.33
2021-01-28,1.31,255.14,3.7,0.81,3645.74,15.44,108.92,2.25,108.73
2021-01-29,1.31,252.65,5.2,-0.68,3729.99,21.74,105.16,0.81,106.1
2021-01-30,1.19,292.78,4,2.45,4118.09,32.31,109.02,2.15,104.62
2021-01-31,1.23,296.36,4.1,-0.68,3567.42,15.87,99.95,1.01,105.74
2021-02-01,1.3,254.53,5.4,3.15,3964.72,23.58,104.12,1.35,102.11
2021-02-02,1.27,255.67,4.3,-0.77,4109.46,30.24,76.31,2.3,94.88
2021-02-03,1.3,251.66,3.5,1.16,3921.86,34.06,119.58,1.41,93.79
2021-02-04,1.29,255.23,4.1,2.25,3519.13,34.71,70.99,0.89,107.33
2021-02-05,1.25,260.47,3.7,0.77,4485.52,23.44,72.87,0.82,104.5
2021-02-06,1.26,298.5,3.7,-0.02,3867.12,34.01,77.34,1.45,94.26
2021-02-07,1.28,283.39,3.7,2.42,4278.58,15.71,118.52,2.03,102.3
2021-02-08,1.24,288.93,4.7,2.53,3825.65,29.92,119.3,2.49,98.95
2021-02-09,1.2,288.81,3.9,3.15,3975.02,27.85,107.69,2.07,93.17
2021-02-10,1.19,276.75,4.2,0.69,3888.46,19.99,97.74,2.25,100.64
2021-02-11,1.19,289.87,5.2,1.28,3842.54,25.15,91.2,2,95.63
2021-02-12,1.23,279.79,4.3,0.63,3521.85,17.59,118.24,2.29,91.92
2021-02-13,1.31,265.73,5.3,0.16,3860.02,32.43,101.74,0.65,99.34
2021-02-14,1.33,278.06,4.5,2.38,4389.49,22.16,116.68,2.36,101.8
2021-02-15,1.36,276.68,4.3,0.53,4190.39,27.52,78.99,1.29,90.94
2021-02-16,1.35,291.17,5,0.93,3645.42,18.18,80.03,2.34,98.04
2021-02-17,1.36,299.09,3.6,0.82,4091.16,19.12,111.28,0.65,95.15
2021-02-18,1.29,270.55,3.7,2.21,4392.23,34.84,68.99,1.93,90.61
2021-02-19,1.26,288.17,4.8,3.13,4200.03,30.06,116.76,1.97,92.51
2021-02-20,1.26,254.99,4.5,2,3648.68,34.24,90.45,2.49,92.78
2021-02-21,1.27,288.84,5.1,1.12,4367.83,20.92,115.58,2.04,93.66
2021-02-22,1.24,268.57,5.3,2.51,3801.54,18.29,80.21,1.27,106.07
2021-02-23,1.26,251.97,4.3,1.88,3954.08,25.06,102.96,1.61,98.79
2021-02-24,1.25,268.16,4.7,-0.73,4026.14,24.89,88.97,1.23,92.94
2021-02-25,1.29,280.53,4.5,-0.57,4350.51,18.5,97.61,0.89,92.01
2021-02-26,1.35,255.96,5.5,-0.83,4431.61,29.66,90.26,1,95.96
2021-02-27,1.34,296.2,5.2,1.06,4429.65,22.24,118.03,0.94,105.96
2021-02-28,1.31,253.88,5.3,2.72,3507.95,18.73,101.53,1.6,97.29
2021-03-01,1.29,296.5,4,0.41,4421.89,21.64,75.08,2.31,93.2
2021-03-02,1.3,285.36,5,0.73,3554.39,26.27,114.58,2.33,98.08
2021-03-03,1.31,266.49,4,3.09,3765.77,29.53,77.64,0.61,101.11
2021-03-04,1.29,269.54,3.9,2.77,4014.99,24.64,82.3,0.66,90.59
2021-03-05,1.33,287.04,5.4,1.99,3979.93,25.51,66.13,0.99,102.55
2021-03-06,.,280.07,3.5,0.2,4104.71,17.78,114,1.01,97.9
2021-03-07,1.38,283.58,5.4,-0.47,3979.45,33.29,77.17,0.69,90.19
2021-03-08,1.35,269.46,3.8,-0.93,4434.38,33.57,75.54,1.28,103.48
2021-03-09,1.3,274.39,5.1,-0.52,3740.55,28.67,115.22,1.68,104.25
2021-03-10,1.35,299.49,4.1,0.32,3774.02,15.35,108.33,1.66,102.58
2021-03-11,1.33,260.7,4.2,1.48,4420.74,25.74,68.46,1.59,96.84
2021-03-12,1.28,270.89,3.9,-0.71,3576.74,27.58,106.16,1.18,100.59
2021-03-13,1.31,264.59,4.7,-0.39,4109.56,34.89,114.78,1.91,97.74
2021-03-14,1.34,288.26,4.2,-0.19,4181.74,34.92,64.71,2.15,104.01
2021-03-15,1.37,288.2,4.8,1.84,4005.54,32.15,109.51,1.19,101.67
2021-03-16,1.31,264.62,3.5,1.77,4194.23,16.28,92.85,0.67,91.64
2021-03-17,1.33,254.07,3.6,1.48,3672.75,34.07,100.15,1.09,102.86
2021-03-18,1.32,250.57,3.7,0.13,4352.63,27.25,89.57,0.77,103.74
2021-03-19,1.41,271.37,4.3,0.67,3640.03,31.02,101.87,1.43,97.41
2021-03-20,1.47,270.52,5.1,-0.56,3900.81,23.14,62.05,0.81,107.52
2021-03-21,1.48,299.42,5.3,0.02,3575.26,21.39,105.76,1.43,106.86
2021-03-22,1.54,273.49,4,3.04,4045.21,24.26,62,0.94,93.5
2021-03-23,1.55,262.82,4.6,3.41,4169.75,17.94,87.32,1.98,108.09
2021-03-24,1.52,294.56,5,1.91,4441.22,22.14,69.06,0.56,98.82
2021-03-25,1.48,274.55,4.1,3.13,4239.34,32.15,109.41,1.61,104.47
2021-03-26,1.49,279.96,4.3,1.89,4041.1,15.76,78.82,0.84,106.28
2021-03-27,1.54,254.78,4.5,-0.85,4432.62,18.02,87.25,0.5,100.1
2021-03-28,1.53,269.15,3.8,3.49,3978.44,17.5,85.73,2.24,97.98
2021-03-29,1.58,297.21,3.6,-0.55,4061.21,23.06,106.35,1.84,108.31
2021-03-30,1.61,279.48,3.8,2.07,4096.1,34.94,88.87,0.7,94.62
2021-03-31,.,267.23,4.8,0.14,3909.98,18.47,107.34,1.83,95.14
2021-04-01,1.59,281.28,3.6,0.76,4338.48,17.91,64.41,1.72,97.23
2021-04-02,1.56,295.52,3.9,1.91,3685.18,33.3,71.5,1.45,107.19
2021-04-03,1.52,263.7,4.2,0.96,4054.84,32.64,93.09,1.34,108.78
2021-04-04,1.59,275.26,3.7,0.13,4222.23,15.64,116.83,2.27,94.4
2021-04-05,1.59,297.93,3.9,0.51,4403.98,30.03,64.49,0.99,107.28
2021-04-06,1.65,258.62,5.3,0.54,4383.92,28.11,62.59,1.3,95.16
2021-04-07,1.65,285.98,3.5,3.32,4008.74,30.35,69.39,1.16,109.41
2021-04-08,1.68,280.72,4.8,2.59,4143.16,24.89,98.47,2.04,101.95
2021-04-09,1.66,283.98,4.3,1.06,3894.24,34.83,83.94,2.33,90.14
2021-04-10,1.64,267.56,4.8,-0.1,3968.18,15.88,109.53,2.2,90.68
2021-04-11,1.63,265.69,4.7,2.65,4406.27,19.69,64.32,2.1,92.95
2021-04-12,1.54,284.21,3.9,-0.29,4430.7,22.93,71.78,2.47,93.75
2021-04-13,1.57,260.78,5.2,-0.05,4395.41,24,78,1.89,105.35
2021-04-14,1.55,270.98,4.5,0.65,3638.37,33.43,97.6,2,94.46
2021-04-15,1.58,259.41,5.1,2.96,4350.08,26.2,101.11,2.47,109.38
2021-04-16,1.56,250.42,4.3,-0.41,4448.36,15.9,67.45,0.51,102.72
2021-04-17,1.6,298.5,5.5,-0.45,3861.25,23.16,116.63,1.77,103.85
2021-04-18,1.53,271.59,5,1.22,4018.65,23.33,80.46,1.98,94.36
2021-04-19,1.45,298.47,5.4,0.24,4279.1,34.31,102.79,2.34,107.85
2021-04-20,1.51,257.02,4.5,1.56,4062.08,26.98,91.45,2.27,103.36
2021-04-21,1.46,279.37,4.4,1.03,4493.48,27.71,73.37,2.18,107.29
2021-04-22,1.56,260.05,5,0.96,3955.71,29.27,110.77,2.39,109.13
2021-04-23,.,289.5,5.3,-0.5,4213.94,30.4,109.09,1.57,92.51
2021-04-24,1.58,289.19,5.4,-0.37,4292.59,27.7,83.76,0.51,91.93
2021-04-25,1.63,255.63,4.1,2.69,3994.1,19.74,95.32,0.52,106.07
2021-04-26,1.63,295.6,5.1,2.99,4356.98,32.48,75.47,1.59,107.32
2021-04-27,1.6,259.73,3.9,0.06,4046.15,29.64,101.39,1.37,101.68
2021-04-28,1.59,280.65,4.6,-0.49,3911.65,29.84,78.54,1.4,97.32
2021-04-29,1.54,299.28,3.9,-0.76,3607.82,34.93,110.64,1.3,103.05
2021-04-30,1.63,294.12,4.2,1.74,3893.41,31.05,73.04,2.34,96.11
2021-05-01,1.67,297.83,5.4,2.22,4233.94,31.58,60.89,1.22,94.77
2021-05-02,1.64,267.13,3.8,0.68,4421.29,34.03,76.11,2.21,99.76
2021-05-03,.,255.28,4.8,2.06,3751.68,18.02,71.46,2.31,94.32
2021-05-04,1.48,259.42,4.7,2.21,3855.24,24.95,90.5,1.5,99.67
2021-05-05,1.52,275.02,3.7,3.21,3653.96,26.61,72.22,1.39,109.13
2021-05-06,1.43,289.66,4.2,-0.71,4190.72,21.59,105.79,2.02,106.8
2021-05-07,1.43,257.51,4.6,-0.13,4460.19,31.79,74.48,1.92,108.83
2021-05-08,1.44,282.99,3.9,-0.69,4140.95,30.25,102.42,1.16,106.13
2021-05-09,1.35,266.18,5.1,2.91,4117.08,29.42,94.71,0.71,97.1
2021-05-10,1.43,267.06,5.4,2.57,4053.49,34.94,119.17,1.03,106.24
2021-05-11,1.48,283.1,3.9,1.59,3588.46,20.19,119.99,0.76,108.46
2021-05-12,1.52,273.35,3.9,-0.62,4229.5,29.71,112.17,1.09,108.94
2021-05-13,1.49,290.6,4.4,0.23,4102.05,26.03,105.6,1.02,103.66
2021-05-14,1.48,257.8,5,0.34,4161.48,21.26,83.19,1.78,94.23
2021-05-15,1.42,289.5,4.1,1.52,4398.81,18.21,105.2,2.41,90.79
2021-05-16,1.44,253.21,3.5,0.16,4283.96,32.92,117.4,1.87,92.94
2021-05-17,1.47,259.7,4.6,-0.67,4280.92,26.91,61.4,2.35,109.31
2021-05-18,1.44,282.81,5.4,2.29,4427.18,31.5,92.27,2.07,99.24
2021-05-19,1.41,292.75,4.3,0.35,4489.93,25.91,73.08,1.96,107.1
2021-05-20,1.43,262.63,4.3,1.04,4081.28,19.4,93.47,1.33,99.3
2021-05-21,1.48,266.36,5.4,-0.43,3608.88,21.75,87.99,1.15,103.22
2021-05-22,1.46,276.86,4.9,2.61,3959.13,22.63,94.55,2.19,90.48
2021-05-23,1.5,260.58,4.9,1.54,4287.6,34.46,93.06,2.31,95
2021-05-24,.,290.56,4.6,3.06,3527.73,15.11,117.61,1.4,98.73
2021-05-25,1.48,288.68,5.4,1.23,3556.89,34.71,93.13,0.52,102.61
2021-05-26,1.49,257.26,4.9,3.24,3567.16,34.61,110.77,2.09,93.43
2021-05-27,1.55,273.19,5.3,3.01,4231.04,34.92,79.19,1.07,105.29
2021-05-28,1.52,288.74,4.9,1.59,4001.17,24.53,86.29,0.52,97.29
2021-05-29,1.52,266.87,5,3.2,3868.9,34.28,88.22,2.11,106.35
2021-05-30,1.63,281.66,4.1,0.45,3605.62,22.91,76.72,1.53,91.96
2021-05-31,1.66,252.51,4.1,0.65,4232.24,15.53,82.79,1.87,103.6
2021-06-01,1.71,280.43,5.1,-0.8,3821.02,19.49,95.91,2.33,95.87
2021-06-02,1.73,257.63,4.1,1.65,3765.32,33.91,94.81,1.58,105.91
2021-06-03,1.76,291.53,4.6,2.25,4152.32,15.28,98.19,1.51,98.04
2021-06-04,1.78,267.77,4,2.48,4059.01,25.92,81.11,1.08,103.31
2021-06-05,1.75,264.08,5.1,-0.33,3862.41,16.51,78.95,1.11,108.69
2021-06-06,1.74,292.04,3.7,1,4141.49,20.73,96.7,2.09,90.41
2021-06-07,1.7,252.51,5.2,-0.2,3771.22,16.76,67.97,1.4,90.22
2021-06-08,1.78,269.83,4.7,1.98,4294.83,32.19,75.18,0.83,105.41
2021-06-09,.,268.5,3.9,-0.29,3729.32,26.82,62.53,0.69,102.93
2021-06-10,1.87,264.24,4.6,3.07,3658.84,33.04,64.36,1.45,95.86
2021-06-11,1.83,295.59,4.1,0.04,4282.44,28.77,74.6,1.43,99.89
2021-06-12,1.83,287.55,4.1,0.31,4207.89,34.42,61.17,1.81,90.84
2021-06-13,1.75,253.2,4.2,2.83,3682.64,25.2,74.72,1.44,93.85
2021-06-14,1.75,285.73,3.6,1.06,3616.25,27.77,99.3,0.79,98.49
2021-06-15,1.78,276.36,5.5,-0.89,4338.4,26.53,63.67,1.52,106.68
2021-06-16,1.85,295.04,3.6,1.23,4276.6,24.69,86.2,2.31,99.59
2021-06-17,1.81,265.65,4.8,-0.62,3827.26,31.92,114.79,0.82,101.73
2021-06-18,1.78,278.71,4.2,3.43,4158.2,27.89,107.48,1.88,107.48
2021-06-19,1.79,275.04,4.8,1.65,3624.16,31.03,78.33,1.69,96.18
2021-06-20,1.81,274.48,4.2,0.15,4007.05,30.73,115.49,2,104.01
2021-06-21,1.78,272.81,4.8,1.54,3518.73,18.82,79.78,0.8,107.23
2021-06-22,1.82,260.28,5,-0.65,3891.6,28,64.35,2.38,94.05
2021-06-23,1.93,287.79,4.9,2.6,3574.84,18.99,119.64,1.74,97.13
2021-06-24,1.92,272.57,3.7,3.16,3975.15,26.67,112.2,2.19,109.6
2021-06-25,1.96,297.93,4.8,2.93,3921.68,28.55,87.96,0.99,109.66
2021-06-26,1.94,263.04,4.1,0.54,3944.39,34.94,99.98,1.98,94.46
2021-06-27,2.03,284.14,3.6,0.47,3545.33,15.61,100.27,2.06,91.33
2021-06-28,1.92,297.04,4.3,-0.84,3861.62,16.82,71.67,1.29,95.42
2021-06-29,1.98,283.17,4.4,1.93,4256.48,16.54,72,1.27,97.95
2021-06-30,2.05,293.56,4.4,1.41,3868.91,22.97,88.17,1.82,98.82
2021-07-01,2.03,291.37,4.9,1.07,4215.17,31.43,114.69,0.69,102.38
2021-07-02,1.97,268.01,4.1,3.08,3869.48,31.88,60.6,1.97,107.99
2021-07-03,1.92,280.01,4.1,-0.24,3923.24,29.74,106.95,0.59,96.61
2021-07-04,.,257.81,3.6,-0.96,4063.89,32.94,63.45,0.88,107
2021-07-05,1.94,276.78,4.9,-0.67,4450.68,21.46,88.69,1.83,91.87
2021-07-06,1.99,261.52,4.6,0.01,3608.86,16.76,98.27,0.7,90.84
2021-07-07,1.96,287.19,4.2,-0.85,3532.91,16.16,101.21,2.44,100.08
2021-07-08,1.97,276.4,4.9,1.26,4107.96,32.04,63.51,2.24,91.19
2021-07-09,1.83,270.56,4.6,0.41,4449.1,29.61,85.12,1.75,97.85
2021-07-10,1.72,263.44,4.4,-0.19,4489.72,28.97,95.03,2.14,107.94
2021-07-11,1.86,299.93,4.5,2.38,3984.16,21.79,63.96,2.28,94.83
2021-07-12,1.86,253.59,4.8,-0.08,3968.08,22.6,68.11,1.02,104.12
2021-07-13,1.74,252.18,4.8,2.09,4144.96,34.16,99.82,2.2,96.05
2021-07-14,1.78,260.86,4.1,0.57,4055.63,16.28,91.3,0.89,90.9
2021-07-15,1.86,298.55,3.8,1.3,4134.09,30.47,69.71,1.33,101.13
2021-07-16,1.94,298.96,3.8,3.2,4374,21.19,92.11,1.62,106.7
2021-07-17,1.98,282.75,4.8,-0.83,4246.31,15.78,114.76,1.93,98.19
2021-07-18,2,294.01,5.2,1.25,3996.88,29.85,60.94,0.56,102.35
2021-07-19,2.14,260.7,4.3,2.84,3961.86,21.62,98.56,1.08,108
2021-07-20,2.15,298.6,3.8,1.65,4139.6,29.44,64.42,1.72,105.79
2021-07-21,2.19,257.14,5,0.25,3955.71,29.15,60.39,1.21,93.88
2021-07-22,2.2,255.06,5.2,0.79,3957.78,25.7,69.04,2.05,104.67
2021-07-23,2.14,255.61,5.3,2.06,3516.31,30.55,85.37,1.8,100.04
2021-07-24,2.32,278.66,4.7,3.01,3674.06,26.62,108.14,0.97,104.92
2021-07-25,2.38,289.05,5.2,-0.82,3988.51,20.73,76.91,0.79,99.89
2021-07-26,2.32,268.33,3.5,-0.68,4322.65,29.68,97.54,1.76,92.56
2021-07-27,2.34,298.89,3.7,0.46,3778.73,26.78,84.67,1.4,101.4
2021-07-28,2.48,271.72,3.7,0.05,4022.64,15.25,74.06,0.84,99.84
2021-07-29,2.46,257.52,4.9,0.19,3844.96,33.03,90.85,1.15,100.36
2021-07-30,2.41,273.3,3.6,0,3604.8,25.91,107.85,1.11,107.58
2021-07-31,2.35,283.95,4.5,-0.12,4458.3,32.37,109.95,0.72,107.9
2021-08-01,2.32,291.61,4.4,-0.41,4354.67,32.65,110.79,1.59,99.07
2021-08-02,2.39,272.94,4.1,3.2,3578.49,23.9,80.31,2.03,99.11
2021-08-03,2.42,279.68,5.2,-0.35,4219.79,25.15,107.61,1.65,100.3
2021-08-04,2.54,263.37,3.8,-0.08,3847.58,23.32,72.73,2.15,100.39
2021-08-05,2.61,282.3,4.2,0.11,4494.85,23.99,104.31,0.76,109.01
2021-08-06,2.66,299.3,5,3.2,3802.4,32.9,116.9,1.37,102.99
2021-08-07,2.72,252.45,3.6,2.4,3738.74,30.76,60.82,1.72,95.55
2021-08-08,2.79,294.33,4.8,2.55,4067.89,17.53,86.42,1.85,100.63
2021-08-09,2.72,278.11,5.1,-0.53,4335.13,27.21,98.87,1.89,102.54
2021-08-10,2.7,262.6,5.4,2.76,3692.52,34.92,102.11,1.96,102.8
2021-08-11,2.83,297.74,5.3,0.84,4209.4,26.91,70.57,1.8,101.71
2021-08-12,.,274.17,4.1,0.18,3561.41,30.72,118.33,0.69,93.55
2021-08-13,2.85,266.58,4.7,1.59,4418.93,30.38,96.92,1.89,90.67
2021-08-14,2.93,259.07,3.7,2.7,3581.07,22.01,69.86,1.95,96.76
2021-08-15,2.85,262.22,4,2.5,4414.23,22.44,61.23,2.49,98.55
2021-08-16,2.9,291.64,3.7,3,3990.81,29.48,107,1.89,91.24
2021-08-17,2.9,280.72,4.1,3.18,3948.09,25,64.78,1.87,106.3
2021-08-18,2.81,295.66,5.3,0.07,4473.31,26.41,68.46,1.53,96.88
2021-08-19,2.77,261.6,4.2,0.91,4490.38,29.26,94.49,2.24,108.27
2021-08-20,2.82,256.06,4.6,-0.93,4150.18,30.55,96.21,2.49,93.09
2021-08-21,2.85,250.3,4.4,2.96,3627.12,20.43,101.21,2.06,91.14
2021-08-22,2.89,275.39,4.4,-0.3,4006.17,17.94,83.61,1.73,99.65
2021-08-23,2.99,299.92,5.4,2.88,4029.16,20.84,106.43,0.66,93.78
2021-08-24,2.97,284.75,4.1,0.48,4014.45,25.15,118.46,1.95,108.75
2021-08-25,2.93,265.42,4.8,0.66,4069.49,21.84,76.27,1.92,90.21
2021-08-26,3.05,293.84,4.3,-0.82,3518.72,26.37,102.18,2.05,98.25
2021-08-27,3.12,289.09,3.6,0.47,4211.23,16.07,115.71,0.75,108.53
